class_id,preferred_label,synonyms,obsolete,parents
http://opendata.inra.fr/AnimalDiseasesOnto/MA335,Chilodonellosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH255,"Maedi Visna (Sheep, Goat)",Progressive ovine pneumonia|Maedi Visna,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA181
http://opendata.inra.fr/AnimalDiseasesOnto/MA403,Clostridial disease,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MA127,Graphidiosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH72,"Colibacillosis (Sheep, Goat)",Colibacillosis|Escherichia coli enterotoxemia,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA119
http://opendata.inra.fr/AnimalDiseasesOnto/MA225,Black Queen cell virus,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH145,Enteric septicemia of catfish (Fish),Enteric septicemia of catfish,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA303
http://opendata.inra.fr/AnimalDiseasesOnto/MH462,Tropilaelaps (Bee),Tropilaelaps,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA210
http://opendata.inra.fr/AnimalDiseasesOnto/MH421,Surra (Equidae),Surra,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA110
http://opendata.inra.fr/AnimalDiseasesOnto/AG243,Protostrongylus rufescens,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/parasite
http://opendata.inra.fr/AnimalDiseasesOnto/MA444,Avian trichomoniasis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG341,White sturgeon iridovirus,WSIV,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/iridovirus
http://opendata.inra.fr/AnimalDiseasesOnto/apicomplexe,apicomplexe,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/PathogenicAgent
http://opendata.inra.fr/AnimalDiseasesOnto/MH364,Abcedative pneumonia (Swine),Abcedative pneumonia,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA266
http://opendata.inra.fr/AnimalDiseasesOnto/MH468,Tuberculosis (Swine),Tuberculosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA82
http://opendata.inra.fr/AnimalDiseasesOnto/MA55,Necrobacillosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG347,Anguillid herpesvirus 1,Japanese eel HV|AngHV-1,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/herpesvirus
http://opendata.inra.fr/AnimalDiseasesOnto/AG79,Rabies virus,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MH22,Anisakiasis (Fish),Anisakiasis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA361
http://opendata.inra.fr/AnimalDiseasesOnto/AG456,Cystidicola spp.,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/nematode
http://opendata.inra.fr/AnimalDiseasesOnto/AG732,Avian leukosis virus,ALV,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MH11,"Aflatoxicosis (Sheep, Goat)",Aflatoxicosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA146
http://opendata.inra.fr/AnimalDiseasesOnto/MA169,eperythrozoonose,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG524,Mycoplasma meleagridis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/AG159,Psoroptes cuniculi,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/parasite
http://opendata.inra.fr/AnimalDiseasesOnto/MH49,Swine brucellosis (Swine),Swine brucellosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA10
http://opendata.inra.fr/AnimalDiseasesOnto/MH266,"Lyme disease (Sheep, Goat)",Lyme disease|Borreliosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA46
http://opendata.inra.fr/AnimalDiseasesOnto/AG435,Spironucleus spp.,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/flagelle
http://opendata.inra.fr/AnimalDiseasesOnto/MH156,"Ergasilosis (Fish, Crustacean)",Ergasilosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA337
http://opendata.inra.fr/AnimalDiseasesOnto/AG325,Bordetella bronchiseptica,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MA414,Duck Viral Hepatitis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MA138,Pulicosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG758,ovine herpesvirus-2,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MH375,Rabies (Cattle),Rabies,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA66
http://opendata.inra.fr/AnimalDiseasesOnto/AG227,Corynebacterium pseudotuberculosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MH432,Teniasis (Rabbit),Teniasis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA111
http://opendata.inra.fr/AnimalDiseasesOnto/AG544,Trichostrongylus tenuis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/parasite
http://opendata.inra.fr/AnimalDiseasesOnto/AG503,Avian adenovirus group 1 & 2,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MA304,Gill Epitheliocystis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG710,Clostridium perfringens type B,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/AG40,Bacillus anthracis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MH479,Vibriosis (Fish),Vibriosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA324
http://opendata.inra.fr/AnimalDiseasesOnto/MH541,Helminthiasis (Poultry),Helminthiasis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA415
http://opendata.inra.fr/AnimalDiseasesOnto/AG716,Candidatus Clavochlamydia salmonicola,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/AG112,Leptospira interrogans,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MA313,Nocardia disease,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH370,Pseudomonas infection (Fish),Pseudomonas infection,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA317
http://opendata.inra.fr/AnimalDiseasesOnto/AG269,Braula caeca,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/diptere
http://opendata.inra.fr/AnimalDiseasesOnto/MH488,Arkansas bee virus (Bee),Arkansas bee virus,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA223
http://opendata.inra.fr/AnimalDiseasesOnto/AG367,Moritella viscosa,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MH198,Graphidiosis (Rabbit),Graphidiosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA127
http://opendata.inra.fr/AnimalDiseasesOnto/MH260,Pseudorabies (Swine),Aujeszky's disease|Pseudorabies|Mad itch,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA45
http://opendata.inra.fr/AnimalDiseasesOnto/MH162,Foot and mouth disease (Cattle),Foot and mouth disease|FMD,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA28
http://opendata.inra.fr/AnimalDiseasesOnto/MA310,Lactococcosis disease,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG727,Avian metapneumovirus,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MH31,Aspergillosis (Rabbit),Aspergillosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA5
http://opendata.inra.fr/AnimalDiseasesOnto/AG88,Bovine herpesvirus 2,BHV2|BoHV-2,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/AG331,Strongyloides ransomi,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/parasite
http://opendata.inra.fr/AnimalDiseasesOnto/AG150,Echinococcus granulosus,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/parasite
http://opendata.inra.fr/AnimalDiseasesOnto/MA200,Stachybotryotoxicosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH381,Pike fry rhabdovirosis (Fish),Pike fry rhabdovirosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA295
http://opendata.inra.fr/AnimalDiseasesOnto/AG488,Marteilia refringens,NA,FALSE,http://www.w3.org/2002/07/Paramyxea
http://opendata.inra.fr/AnimalDiseasesOnto/MA289,Epizootic haematopoietic necrosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MA357,Anguillicolosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG38,Foot-and-mouth disease virus,FMD virus|FMDV,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MH387,Swine Erysipelas (Swine),Swine Erysipelas,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA271
http://opendata.inra.fr/AnimalDiseasesOnto/MA102,Glanders,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG378,Pseudomonas fluorescens,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MH271,"Wesselsbron disease (Sheep, Goat)",Wesselsbron disease,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA185
http://opendata.inra.fr/AnimalDiseasesOnto/MH230,Red sea bream iridoviral disease RSIVD (Fish),Red sea bream iridoviral disease RSIVD|RSIVD,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA285
http://opendata.inra.fr/AnimalDiseasesOnto/MH485,Acute paralysis virus (Bee),Acute paralysis virus,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA222
http://opendata.inra.fr/AnimalDiseasesOnto/AG446,Capsalidae,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Monogene
http://opendata.inra.fr/AnimalDiseasesOnto/MA247,Necrotic enteritis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH7,"Enzootic nasal adenocarcimona (Sheep, Goat)",Sinus cancer|Enzootic nasal adenocarcimona,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA144
http://opendata.inra.fr/AnimalDiseasesOnto/MH553,Marble Spleen Disease (Poultry),Marble Spleen Disease,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA424
http://opendata.inra.fr/AnimalDiseasesOnto/AG722,Goose Hemorrhagic Polyomavirus,GHPV,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MH277,Swine vesicular disease (Swine),Swine vesicular disease,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA258
http://opendata.inra.fr/AnimalDiseasesOnto/MH120,"Facial eczema (Sheep, Goat)",Facial eczema,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA164
http://opendata.inra.fr/AnimalDiseasesOnto/AG156,Mycoplasma arginini,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MH443,"Theileriosis (Sheep, Goat)",Theileriosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA76
http://opendata.inra.fr/AnimalDiseasesOnto/AG265,Tropilaelaps koenigerum,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/acarien
http://opendata.inra.fr/AnimalDiseasesOnto/MA425,Marek's Disease,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MA315,Photobacteriosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MA144,Enzootic nasal adenocarcimona,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/AG99,Equine Infectious Anemia Virus,EIAV,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/MA242,Porcine Epidemic Diarrhea,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH463,Trypanosomiasis (Cattle),Trypanosomiasis|Trypanosomosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA81
http://opendata.inra.fr/AnimalDiseasesOnto/AG499,Taura syndrome virus,TSV,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/dicistrovirus
http://opendata.inra.fr/AnimalDiseasesOnto/MH469,Tularemia (Rabbit),Tularemia|O'Hara fever|Francis disease|Deer flye fever|Hare fever|Pahvant Valley Fever,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA142
http://opendata.inra.fr/AnimalDiseasesOnto/AG410,Proteocephalus,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/cestode
http://opendata.inra.fr/AnimalDiseasesOnto/AG389,Vibrio anguillarum,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MH241,Leptospirosis (Swine),Leptospirosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA42
http://opendata.inra.fr/AnimalDiseasesOnto/AG457,Philometra,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/nematode
http://opendata.inra.fr/AnimalDiseasesOnto/MA77,Bovine Ulcerative Mammillitis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH398,septicemic colibacillosis (Swine),septicemic colibacillosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA239
http://opendata.inra.fr/AnimalDiseasesOnto/AG300,Porcine hemagglutinating encephalomyelitis virus,PHEV,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
http://opendata.inra.fr/AnimalDiseasesOnto/Monogene,Monogene,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/PathogenicAgent
http://opendata.inra.fr/AnimalDiseasesOnto/AG733,Tetrameres fissispina,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/parasite
http://opendata.inra.fr/AnimalDiseasesOnto/MA66,Rabies,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH350,Classical Swine Fever (Swine),Swine fever|Hog cholera|Classical Swine Fever,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA264
http://opendata.inra.fr/AnimalDiseasesOnto/MH33,Bovine babesiosis (Cattle),Bovine babesiosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA6
http://opendata.inra.fr/AnimalDiseasesOnto/AG525,Epomidiostomum uncinatum,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/parasite
http://opendata.inra.fr/AnimalDiseasesOnto/MA330,Fish lice,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MA220,Sacbrood bee virus,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MA122,Echinococcosis,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH188,"Sporadic scab (Sheep, Goat)",Sporadic scab,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA175
http://opendata.inra.fr/AnimalDiseasesOnto/MA226,Bee virus X,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/Disease
http://opendata.inra.fr/AnimalDiseasesOnto/MH319,Nocardiosis (Cattle),Nocardiosis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA313
http://opendata.inra.fr/AnimalDiseasesOnto/AG176,Mycobacterium avium,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/bacterie
http://opendata.inra.fr/AnimalDiseasesOnto/MH140,Mucoïd enteritis (Rabbit),Mucoïd Enteropathy|Mucoïd enteritis,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA124
http://opendata.inra.fr/AnimalDiseasesOnto/AG342,Lymphocystis disease virus 1,LCDV-1,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/iridovirus
http://opendata.inra.fr/AnimalDiseasesOnto/MH297,Mycoplasma Disease (Cattle),Mycoplasma Disease,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/MA53
http://opendata.inra.fr/AnimalDiseasesOnto/AG738,Chicken arthritis virus,NA,FALSE,http://opendata.inra.fr/AnimalDiseasesOnto/virus
